color,director_rating,actor_1_rating,actor_2_rating,actor_3_rating,language,country,content_rating,budget_class,year_class,dur_class,success
Color,Color,d,d,d,d,d,d,a,a,English,English,France,France,G,G,budget <= 170000000,budget <= 170000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,d,d,d,d,d,d,English,English,Canada,Canada,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,b,b,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,c,c,d,d,c,c,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,d,d,d,d,d,d,English,English,UK,UK,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,a,a,d,d,d,d,English,English,France,France,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,UK,UK,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,c,c,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,b,b,d,d,a,a,English,English,USA,USA,PG-13,PG-13,300000000 < budget <= 59660000,300000000 < budget <= 59660000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,UK,UK,PG,PG,budget <= 170000000,budget <= 170000000,1971 < title_year <= 1994,1971 < title_year <= 1994,145 < duration <= 195,145 < duration <= 195,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,UK,UK,R,R,budget <= 170000000,budget <= 170000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,d,d,d,d,a,a,a,a,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,a,a,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,a,a,a,a,a,a,d,d,English,English,UK,UK,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,d,d,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,145 < duration <= 195,145 < duration <= 195,yes,yes
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,UK,UK,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,d,d,a,a,a,a,d,d,English,English,Germany,Germany,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,a,a,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,145 < duration <= 195,145 < duration <= 195,no,no
Color,Color,a,a,d,d,d,d,d,d,English,English,UK,UK,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,b,b,a,a,d,d,English,English,Australia,Australia,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,b,b,d,d,d,d,English,English,UK,UK,PG-13,PG-13,budget <= 170000000,budget <= 170000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,a,a,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,d,d,d,d,d,d,c,c,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,c,c,a,a,b,b,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,c,c,d,d,d,d,d,d,English,English,UK,UK,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,a,a,d,d,a,a,d,d,English,English,USA,USA,R,R,budget <= 170000000,budget <= 170000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,d,d,b,b,a,a,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Black and White, Black and White,d,d,d,d,d,d,d,d,English,English,Canada,Canada,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,d,d,a,a,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,b,b,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,c,c,a,a,b,b,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,c,c,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Black and White, Black and White,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,145 < duration <= 195,145 < duration <= 195,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,b,b,a,a,d,d,d,d,English,English,UK,UK,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,d,d,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,a,a,b,b,a,a,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,c,c,a,a,a,a,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,b,b,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,d,d,a,a,d,d,English,English,USA,USA,PG-13,PG-13,300000000 < budget <= 59660000,300000000 < budget <= 59660000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,France,France,R,R,300000000 < budget <= 59660000,300000000 < budget <= 59660000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,Canada,Canada,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,195 < duration ,195 < duration ,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,b,b,b,b,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,d,d,a,a,b,b,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,UK,UK,R,R,budget <= 170000000,budget <= 170000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,Aramaic,Aramaic,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,300000000 < budget <= 59660000,300000000 < budget <= 59660000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,yes,yes
Color,Color,b,b,d,d,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,c,c,a,a,d,d,d,d,English,English,France,France,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,c,c,c,c,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,duration <= 145,duration <= 145,yes,yes
Black and White, Black and White,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,145 < duration <= 195,145 < duration <= 195,yes,yes
Color,Color,b,b,a,a,a,a,b,b,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,145 < duration <= 195,145 < duration <= 195,yes,yes
Color,Color,a,a,a,a,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,duration <= 145,duration <= 145,no,no
Color,Color,a,a,b,b,d,d,d,d,English,English,USA,USA,PG,PG,59660000 < budget,59660000 < budget,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,no,no
Color,Color,c,c,d,d,d,d,d,d,English,English,USA,USA,R,R,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,G,G,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,b,b,b,b,d,d,d,d,English,English,USA,USA,PG-13,PG-13,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1994 < title_year,1994 < title_year,195 < duration ,195 < duration ,yes,yes
Color,Color,d,d,d,d,d,d,d,d,English,English,USA,USA,PG,PG,170000000 < budget <= 300000000,170000000 < budget <= 300000000,1971 < title_year <= 1994,1971 < title_year <= 1994,195 < duration ,195 < duration ,yes,yes
